username,Display Name,Profile pic,topmate_link,category,title,earnings,bookings,source,classification_method,earnings_rank ,category_link
kunalkanase,Kunal Kanase,https://static.topmate.io/6h2y7p3AxQnMZfsJDVSenz.jpg,https://topmate.io/kunalkanase,Health & Wellness,"An internationally certified innovator from Mumbai, I turned adversity into opportunity through online learning. From Dharavi to The New York Times, I share insights on growth and resilience.",61680,114,categorizedusers,original,24,https://awards.topmate.io/health-wellness
fit_chef,Fit Chef by Shitija,https://static.topmate.io/a33VcCeK8N2z65iatJbx5u.jpg,https://topmate.io/fit_chef,Health & Wellness,"Certified Nutritionist I Fitness & Mindset Coach I Women's Hormonal Health Expert I Fueling Young Athletes I Founder, FitChef by Shitija I Your Fit Guide to a Fit Life",27564,7,categorizedusers,original,25,https://awards.topmate.io/health-wellness
suresh_kumar93,Suresh kumar,https://topmate-staging.s3.amazonaws.com/aFxWCksbxX6tS9faN51Aqt.JPG,https://topmate.io/suresh_kumar93,Investments,,583865,518,top400earners,original,1,https://awards.topmate.io/investments
alexsoptions,Alex,https://static.topmate.io/8x28U5eV8UCdnr6Lqyz98J.jpg,https://topmate.io/alexsoptions,Investments,,489866,74,top400earners,original,2,https://awards.topmate.io/investments
quant_insider,Quant Insider,https://topmate-staging.s3.ap-south-1.amazonaws.com/fDhj7HZC8mpq7Trhzn4Shg.png,https://topmate.io/quant_insider,Investments,"Elevating Careers, Empowering Quants: Your Bridge to Quantitative Finance Excellence",469395,885,categorizedusers,original,3,https://awards.topmate.io/investments
rounaq_bakshi,Rounaq Bakshi,https://static.topmate.io/7rDb4siKjT1BnNmukw2Sdx.png,https://topmate.io/rounaq_bakshi,Investments,Investing since 2012,410200,178,categorizedusers,original,4,https://awards.topmate.io/investments
shubhamgupta01,Shubham Gupta | Rupeeflex,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_d1b20891-4d1d-4c4f-87e1-b285cbd41f89.jpeg,https://topmate.io/shubhamgupta01,Investments,"Educating Investors about Mutual Funds in a simple way | CFA Level I Cleared | Register Mutual Fund Advisor  | Ex Product Special, ICICI Mutual Funds | 57K Investor Community on YouTube, Insta, FB & LinkedIn",325968,66,categorizedusers,original,5,https://awards.topmate.io/investments
anuj_niranjan,Anuj Niranjan,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Anuj-Niranjan-1666955066.jpeg,https://topmate.io/anuj_niranjan,Investments,11+ yrs in Investing/Trading: Industry + IIT Bombay B.Tech & Masters | Citibank |ISB,288185,40,categorizedusers,original,6,https://awards.topmate.io/investments
sheetmetric,SheetMetric,https://static.topmate.io/nhY1aXase61C1GF8cTcBAy.png,https://topmate.io/sheetmetric,Investments,Google Sheets | Stock Market |5k+YouTube | Trading | Investing | IIT+IIM | Start-ups,284905,1278,categorizedusers,original,7,https://awards.topmate.io/investments
paarthpjaishwal,PAARTH P JAISHWAL,https://static.topmate.io/pDDmZQuBJJ5cfvK9voEeUv.jpeg,https://topmate.io/paarthpjaishwal,Investments,NISM Certified Research Analyst | Investor & Trader | AMFI Registerd Mutual Fund Distributor |Portfolio Advisor,127750,115,categorizedusers,original,8,https://awards.topmate.io/investments
siddharth_jaiswal,Siddharth Jaiswal,https://static.topmate.io/jQxr6kPQN7VRnnw6c1GT8k.jpg,https://topmate.io/siddharth_jaiswal,Investments,,106906,78,top400earners,original,9,https://awards.topmate.io/investments
rahulraina,Rahul Raina,https://static.topmate.io/57HiBaH5DZaKhiVZJyEU8y.jpg,https://topmate.io/rahulraina,Investments,"Embark on Financial Mastery with Rahul Raina! Passionate about teaching personal finance, stock investing, and F&O trading, he has mentored over 5000 people, sharing daily insights on LinkedIn. Join the journey!",98953,15,categorizedusers,original,10,https://awards.topmate.io/investments
ayyamuthu_archunan,Ayyamuthu Archunan,https://static.topmate.io/gXn8LNDi8bM73S5nrjsDcB.JPEG,https://topmate.io/ayyamuthu_archunan,Investments,Helping Indians achieve financial freedom| Youtuber@140k+ Subs | Founder@Investment Works Academy,98837,21,categorizedusers,original,11,https://awards.topmate.io/investments
myfundsip,MyFund SIP,https://static.topmate.io/n8krzee5XHdYBVqQhrK9Vp.png,https://topmate.io/myfundsip,Investments,"CFP (Certified Financial Planner), NISM Research Analyst",95074,213,categorizedusers,original,12,https://awards.topmate.io/investments
amit_cryptoguardian,Amit Singh,https://topmate-staging.s3.amazonaws.com/fwAsAW6CgCjmr5SYP2wpbe.JPG,https://topmate.io/amit_cryptoguardian,Investments,"Hi, I'm a UPSC Teacher, a Web 3 Lawyer and a Crypto Guardian who is here to help people navigate their crypto journey and achieve their financial freedom.",63152,18,categorizedusers,original,13,https://awards.topmate.io/investments
manankv,"Manan Vaishnav, CAIA",https://topmate-staging.s3.ap-south-1.amazonaws.com/g5FkC2sNKhzRT6zCEGMovL.jpeg,https://topmate.io/manankv,Investments,"Head of Societe Generale Securities India | Equity & Derivatives Trading, Investment Management",60274,29,categorizedusers,original,14,https://awards.topmate.io/investments
sandeepyourinvestmentplanner,Sandeep Your Investment Planner,https://topmate-staging.s3.amazonaws.com/fACLh6vnSXLcg9wFAiC9kT.jpg,https://topmate.io/sandeepyourinvestmentplanner,Investments,,57870,10,top400earners,llm_haiku,15,https://awards.topmate.io/investments
finance_boosan,Finance Boosan,https://static.topmate.io/bMsNu1JLrbyFGsMTbGqHyg.jpg,https://topmate.io/finance_boosan,Investments,Simplifying Investment & Financial Concepts For You [TRUSTED MENTOR],49502,20,categorizedusers,original,16,https://awards.topmate.io/investments
shubhamborkar,Shubham  Borkar,https://static.topmate.io/mEfb8uk8ejH6vWcWAN9xo9.png,https://topmate.io/shubhamborkar,Investments,Founder @Shikshan Nivesh | Helping investors master AI-powered research,31549,34,categorizedusers,original,17,https://awards.topmate.io/investments
invest_with_soumyadeep,Soumyadeep Paul,https://static.topmate.io/v38zADJL7DNNiHiy6oyv2C.png,https://topmate.io/invest_with_soumyadeep,Investments,"Hi, I am a 25-year-old Software Developer who happens to take a huge interest in long-term investments.",31448,30,categorizedusers,original,18,https://awards.topmate.io/investments
wealthup_me,Ankit Agrawal,https://static.topmate.io/wCJ8eC82CC6JrBQRnDpfHQ.png,https://topmate.io/wealthup_me,Investments,"Investment Guidance | Financial Planning for Busy Professionals | Investment Banker - Swiss Bank (UBS), New York | BITS Pilani alum",28365,14,categorizedusers,original,19,https://awards.topmate.io/investments
drdhimanbhatta1,drdhimanbhatta1,https://static.topmate.io/fNGFMVNnxXwyZmCtJ1geBx.jpeg,https://topmate.io/drdhimanbhatta1,Investments,"Dr.Dhiman Bhattacharya | Senior Doctor & Online ConsultantWith 25 years of medical experience.MS(KOL),ICMR,NEW DELHI, MICHIGAN,USA.Investor N trader for 21 years.Have more than 10K students in stock market investing N asset  allocation.",25005,65,categorizedusers,original,20,https://awards.topmate.io/investments
supriyodebnath,Supriyo Debnath,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_a169e934-843b-4bb0-a34d-f16a55d3d7a9.jpeg,https://topmate.io/supriyodebnath,Investments,NISM Certified Equity Derivatives Trader | Top 1% Trading Strategist | Empowering individuals with disciplined guidance to navigate the Stock Market,23519,2,categorizedusers,original,21,https://awards.topmate.io/investments
ashita_gupta,Ashita Gupta,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_f329d9c3-2542-4132-8a1d-28fd3e248ab8.jpeg,https://topmate.io/ashita_gupta,Investments,10+ years of experience in Venture Capital & Private Equity || Startup Advisor & Mentor,22163,7,categorizedusers,original,22,https://awards.topmate.io/investments
rishavagarwal,Rishav Agarwal,https://static.topmate.io/9Tv8XjC9x4DDLgN1JCZ4qK.jpg,https://topmate.io/rishavagarwal,Investments,"Founder, Picxele (Bootstrapped to 1M+ Users and $5M+ Revenue), Investor in 60+ Startups, Mentor and Growth Strategist",20972,38,categorizedusers,original,23,https://awards.topmate.io/investments
charandeep_kapoor,Charandeep Kapoor,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_2f69b1e2-9d7f-4b39-a36e-300340f4d378.jpeg,https://topmate.io/charandeep_kapoor,Investments,IIT Kanpur | AI Algo Trader | ex Hedge Fund Trader,20451,15,categorizedusers,original,24,https://awards.topmate.io/investments
financecouple,The Finance Couple - Ashish & Shrishty,https://static.topmate.io/omBXw39asCjaahT9GazsNN.png,https://topmate.io/financecouple,Investments,"The Finance Couple | Ashish & Shrishtyüí°Helping you make most of your moneyüí∞Investing, Budgeting, Tax, Insuranceüôã‚Äç‚ôÇÔ∏èHe: IITD CFA üôã‚Äç‚ôÄÔ∏èShe: MBBS MS Obg",4527,3,categorizedusers,original,25,https://awards.topmate.io/investments
gurpreet_kaur_jaggi,,,https://topmate.io/gurpreet_kaur_jaggi,Job Search & Placement,"@GurpreetinGermany - Unlocking Global HR Insights and Beyond! Meet Gurpreet Kaur Jaggi, an esteemed HR professional in Germany, with recruitment expertise across the US, UK, EU, & India.",748650,331,categorizedusers,original,1,https://awards.topmate.io/job-search-placement
sdejobsandinternships,SDE Jobs and Internships,https://static.topmate.io/6aK1FByyykUPSUfXmSorab.jpg,https://topmate.io/sdejobsandinternships,Job Search & Placement,We are offering referral opportunities for internships and full-time jobs. We hope this helps you in building your corporate journey.,699300,2629,categorizedusers,original,2,https://awards.topmate.io/job-search-placement
sakshi_srivastava_hr,Career Coach- Sakshi Srivastava,https://static.topmate.io/1Ac4k8qime49jXjsRs6jaB.jpeg,https://topmate.io/sakshi_srivastava_hr,Job Search & Placement,,403820,204,top400earners,original,3,https://awards.topmate.io/job-search-placement
roshni_chellani,Roshni Chellani,https://topmate-staging.s3.ap-south-1.amazonaws.com/3FZGjLUW47r4eSxYtM9ZYJ.png,https://topmate.io/roshni_chellani,Job Search & Placement,,387527,78,top400earners,original,4,https://awards.topmate.io/job-search-placement
bhavesh_arora,Bhavesh Arora,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_8fd2f86b-98b7-4c5c-a39f-a7285bb7324f.jpeg,https://topmate.io/bhavesh_arora,Job Search & Placement,Helped 500+ Job Seekers to land their Jobs | Data Scientist | American Express,296012,3054,categorizedusers,original,5,https://awards.topmate.io/job-search-placement
batool_on_career,Batool Ali | Batool On Career,https://static.topmate.io/fwL9b4Q3QTJV2UNWfYWxrq.png,https://topmate.io/batool_on_career,Job Search & Placement,Top Voice in Job Search & Salary Negotiation | Content Creator | 300K+ Audience | HR Expert,250504,255,categorizedusers,original,6,https://awards.topmate.io/job-search-placement
rudy_vercampt,Rudy Vercampt 🦌,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_b9855984-e088-40f1-b008-d29ddd114d73.jpeg,https://topmate.io/rudy_vercampt,Job Search & Placement,,229590,7,top400earners,original,7,https://awards.topmate.io/job-search-placement
koustubh_haridas,Koustubh Haridas,https://topmate-staging.s3.amazonaws.com/5XLU5qWNpd6c3WFqHfRg1K.jpeg,https://topmate.io/koustubh_haridas,Job Search & Placement,"Currently working on making a portal for decreasing the discovery time taken for recruiting mid & senior professionals. Previously, worked as a Chief of Staff & Associate Director, as a Consultant at Bain and as International Sales Manager",209591,132,categorizedusers,original,8,https://awards.topmate.io/job-search-placement
arkajitbanerjee,Arkajit Banerjee,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_78923047-2166-4ccd-9825-7a63d95a6cf5.jpeg,https://topmate.io/arkajitbanerjee,Job Search & Placement,,209456,53,top400earners,llm_haiku,9,https://awards.topmate.io/job-search-placement
careerwithankita,Ankita Jaiswal,https://static.topmate.io/xhawk2FdFNpAxcSf3XzaZJ.JPG,https://topmate.io/careerwithankita,Job Search & Placement,,208030,60212,top400earners,llm_haiku,10,https://awards.topmate.io/job-search-placement
dthompsondev,Danny Thompson,https://static.topmate.io/m5ZkBNxqdDA1snzQEyEq9g.jpg,https://topmate.io/dthompsondev,Job Search & Placement,,195880,154,top400earners,llm_haiku,11,https://awards.topmate.io/job-search-placement
pradeep_analyst,Pradeep M,https://static.topmate.io/aFDtmCkeUs2KazBw269y4u.png,https://topmate.io/pradeep_analyst,Job Search & Placement,"I help professionals with job search strategies, profile reviews, and optimization‚Äîwhile guiding them to make the right moves (and avoid the wrong ones) to land their dream role.",195506,1258,categorizedusers,original,12,https://awards.topmate.io/job-search-placement
sahaj_bana,Sahaj Bana,https://static.topmate.io/83j1Fd6DRfkBkut8FsdpuF.png,https://topmate.io/sahaj_bana,Job Search & Placement,Former BIG4 Recruiter | Job Search Consultant | ATS Resume Writer | Interview Coach | LinkedIn Optimization,189687,200,categorizedusers,original,13,https://awards.topmate.io/job-search-placement
akinuk90,Ashish Khanna,https://topmate-staging.s3.amazonaws.com/3KkERiJga3mmSP7tYYJRv6.png,https://topmate.io/akinuk90,Job Search & Placement,,172568,48,top400earners,llm_haiku,14,https://awards.topmate.io/job-search-placement
lavakumar_thatisetti,Lavakumar Thatisetti,https://static.topmate.io/sC13fp5i7TxTc7equhaqVR.jpeg,https://topmate.io/lavakumar_thatisetti,Job Search & Placement,,172510,150,top400earners,llm_haiku,15,https://awards.topmate.io/job-search-placement
sajithkumar_swaminathan,Sajithkumar Swaminathan,https://static.topmate.io/fMheYmi4poAAAJ48Bt2SGA.jpg,https://topmate.io/sajithkumar_swaminathan,Job Search & Placement,,169519,779,top400earners,llm_haiku,16,https://awards.topmate.io/job-search-placement
ignite_sales_academy,Paty Araiza,https://static.topmate.io/s2FvfiRNBKezzr66MeAJ8x.jpeg,https://topmate.io/ignite_sales_academy,Job Search & Placement,,168075,27,top400earners,llm_haiku,17,https://awards.topmate.io/job-search-placement
sylvanna_berkowitz10,Sylvanna Berkowitz,https://static.topmate.io/eFnMTg69t6fZ6F9fjNpySk.jpeg,https://topmate.io/sylvanna_berkowitz10,Job Search & Placement,,167162,36,top400earners,llm_haiku,18,https://awards.topmate.io/job-search-placement
darpansaxena,Darpan Saxena,https://static.topmate.io/pyf294f2JPHLgXnxvEej9e.png,https://topmate.io/darpansaxena,Job Search & Placement,,156998,89,top400earners,llm_haiku,19,https://awards.topmate.io/job-search-placement
chirag_jain50,Chirag Jain,https://static.topmate.io/6nXB1bmET3ZjTawUT8oJbA.png,https://topmate.io/chirag_jain50,Job Search & Placement,,151755,3285,top400earners,llm_haiku,20,https://awards.topmate.io/job-search-placement
sahithi_manohar,Sahithi Manohar,https://static.topmate.io/5soy5NrBNdnGo2p7C1tti2.jpg,https://topmate.io/sahithi_manohar,Job Search & Placement,,149055,152,top400earners,llm_haiku,21,https://awards.topmate.io/job-search-placement
ui_dev_guide,Ui Dev Guide,https://static.topmate.io/7J4G7Q779TgzK26zD9hxPv.jpg,https://topmate.io/ui_dev_guide,Job Search & Placement,,147544,1291,top400earners,llm_haiku,22,https://awards.topmate.io/job-search-placement
kushalparikh11,Kushal Parikh,https://topmate-staging.s3.amazonaws.com/d1Wau9p2YkspyCYcC7S9Z3.jpeg,https://topmate.io/kushalparikh11,Job Search & Placement,,137596,636,top400earners,llm_haiku,23,https://awards.topmate.io/job-search-placement
sareenthecoach,Sareen Career Coaching,https://static.topmate.io/wBNAR4kCamMqvKyt8NjnmE.png,https://topmate.io/sareenthecoach,Job Search & Placement,,130174,130,top400earners,llm_haiku,24,https://awards.topmate.io/job-search-placement
ketan_goel_analytics_expert,Ketan Goel,https://static.topmate.io/ihahp5zRNcCzAnUWJiX2Nm.jpeg,https://topmate.io/ketan_goel_analytics_expert,Job Search & Placement,Analytics Lead @Meesho | Linkedin 170k+ Followers,0,,,,25,https://awards.topmate.io/job-search-placement
relaunchwithnishant,Nishant Kalia - InTheNorthCanada,https://topmate-staging.s3.ap-south-1.amazonaws.com/jQzaBcsEJf2VR18EMpvq4U.jpg,https://topmate.io/relaunchwithnishant,Resume & Interview Prep,,128954,70,top400earners,llm_haiku,1,https://awards.topmate.io/resume-interview-prep
arjun_sharma95,Arjun Sharma,https://static.topmate.io/9emj3fe5JtMhMrpdguaJBU.png,https://topmate.io/arjun_sharma95,Resume & Interview Prep,,128790,50,top400earners,llm_haiku,2,https://awards.topmate.io/resume-interview-prep
maninder_s,"Maninder Singh ,CSR Expert IJOBSHOBNEST",https://static.topmate.io/5iZeJ1Jfytb5UwVyU98e4h.png,https://topmate.io/maninder_s,Resume & Interview Prep,,122112,1944,top400earners,original,3,https://awards.topmate.io/resume-interview-prep
dheeraj_kumar14,Dheeraj Kumar,https://static.topmate.io/wrvrkhHW4BNZERCQyaQEs8.jpeg,https://topmate.io/dheeraj_kumar14,Resume & Interview Prep,,105336,1451,top400earners,original,4,https://awards.topmate.io/resume-interview-prep
ajay_kumar79,Constant Hub,"https://topmate.io/cdn-cgi/image/width=640,quality=90/https://static.topmate.io/hx96Mufeu9YdiLZqySeJeU.png",https://topmate.io/ajay_kumar79,Resume & Interview Prep,,101217,1339,top400earners,llm_haiku,5,https://awards.topmate.io/resume-interview-prep
pinaki_mishra,Pinaki Mishra,https://topmate-staging.s3.ap-south-1.amazonaws.com/qknppD8ufiKy4A55HEks3a.jpg,https://topmate.io/pinaki_mishra,Resume & Interview Prep,,100846,53,top400earners,llm_haiku,6,https://awards.topmate.io/resume-interview-prep
